name,issued,organization_name,organization_url,administration,agriculture,construction,crime,culture,education,energy,finances,geography,health,industry,legislation,mobility,national-economy,politics,population,prices,public-order,social-security,statistical-basis,territory,tourism,trade,work,nb_visits,nb_hits,nb_hits_with_time_generation,min_time_generation,max_time_generation,sum_time_network,nb_hits_with_time_network,min_time_network,max_time_network,sum_time_server,nb_hits_with_time_server,min_time_server,max_time_server,sum_time_transfer,nb_hits_with_time_transfer,min_time_transfer,max_time_transfer,sum_time_dom_processing,nb_hits_with_time_dom_processing,min_time_dom_processing,max_time_dom_processing,sum_time_dom_completion,nb_hits_with_time_dom_completion,min_time_dom_completion,max_time_dom_completion,sum_time_on_load,nb_hits_with_time_on_load,min_time_on_load,max_time_on_load,sum_time_spent,bounce_count,exit_nb_visits,sum_daily_nb_uniq_visitors,avg_time_on_dimension,bounce_rate,exit_rate,avg_time_generation,metadata_segment,date
nettoaufwand-allgemeine-verwaltung-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0.739,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,3,17,0%,0%,0.855,dimension2==nettoaufwand-allgemeine-verwaltung-fr-einw,2021-01-31
krw-wahleranteil-glp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,4,6.486,7.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,1,3,8,33%,33%,2.685,dimension2==krw-wahleranteil-glp,2021-01-31
hauptberufliche-landwirtschaftsbetriebe-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,4,1.995,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,3,56,0%,0%,0.974,dimension2==hauptberufliche-landwirtschaftsbetriebe-anz,2021-01-31
altersquotient,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,3,0.878,1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,3,7,0%,33%,0.482,dimension2==altersquotient,2021-01-31
echtzeitdaten-am-abstimmungstag-des-kantons-zurich,26.02.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,2.921,4.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,3,27,0%,0%,1.942,dimension2==echtzeitdaten-am-abstimmungstag-des-kantons-zurich,2021-01-31
echtzeitdaten-am-abstimmungstag-des-kantons-zurich,26.02.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,2.921,4.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,3,27,0%,0%,1.942,dimension2==echtzeitdaten-am-abstimmungstag-des-kantons-zurich,2021-01-31
leerwohnungsquote,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1.47,1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,1,3,20,33%,33%,0.735,dimension2==leerwohnungsquote,2021-01-31
panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zurich,21.10.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2.404,2.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,3,0%,33%,1.202,dimension2==panaschierstatistik-zu-den-nationalratswahlen-im-kanton-zuerich,2021-01-31
total-quellensteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0.787,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,3,59,0%,0%,0.394,dimension2==total-quellensteuerpflichtige-anz,2021-01-31
freigabeliste-der-open-government-data-des-kantons-zurich,09.07.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.776,2.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0%,0%,1.042,dimension2==freigabeliste-der-open-government-data-des-kantons-zurich,2021-01-31
freigabeliste-der-open-government-data-des-kantons-zurich,09.07.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.776,2.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0%,0%,1.042,dimension2==freigabeliste-der-open-government-data-des-kantons-zurich,2021-01-31
freigabeliste-der-open-government-data-des-kantons-zurich,09.07.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.776,2.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,2,0%,0%,1.042,dimension2==freigabeliste-der-open-government-data-des-kantons-zurich,2021-01-31
web-analytics-der-open-government-data-des-kantons-zurich,11.12.2018,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0.009,2.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,2,81,0%,0%,1.528,dimension2==web-analytics-der-open-government-data-des-kantons-zurich,2021-01-31
web-analytics-der-open-government-data-des-kantons-zurich,11.12.2018,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0.009,2.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,2,81,0%,0%,1.528,dimension2==web-analytics-der-open-government-data-des-kantons-zurich,2021-01-31
designprinzipien-fur-behorden,21.12.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.39,1.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,10,0%,0%,0.605,dimension2==designprinzipien-fur-behorden,2021-01-31
designprinzipien-fur-behorden,21.12.2019,fachstelle-ogd-kanton-zuerich,https://opendata.swiss/organization/fachstelle-ogd-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.037,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,2,114,0%,0%,1.037,dimension2==designprinzipien-fur-behorden,2021-01-31
covid_19-belegung-intensivpflege-kanton-zurich,06.11.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.307,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,2,30,0%,0%,0.654,dimension2==covid_19-belegung-intensivpflege-kanton-zurich,2021-01-31
covid_19-belegung-intensivpflege-kanton-zurich,06.11.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.532,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,1,2,29,0%,50%,0.611,dimension2==covid_19-belegung-intensivpflege-kanton-zurich,2021-01-31
covid_19-sterbeorte-kanton-zurich,04.12.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.802,0.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0%,0%,0.401,dimension2==covid_19-sterbeorte-kanton-zurich,2021-01-31
covid_19-fallzahlen-kanton-zurich,05.03.2020,gesundheitsdirektion-kanton-zuerich,https://opendata.swiss/organization/gesundheitsdirektion-kanton-zuerich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.272,1.272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,2,24,0%,0%,0.636,dimension2==covid_19-fallzahlen-kanton-zurich,2021-01-31
statistik-der-jugendstrafrechtspflege-des-kantons-zurich,06.01.2020,oberjugendanwaltschaft-kanton-zuerich,https://opendata.swiss/organization/oberjugendanwaltschaft-kanton-zuerich,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2.623,3.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,7,0%,50%,1.192,dimension2==statistik-der-jugendstrafrechtspflege-des-kantons-zurich,2021-01-31
ehedaten-kanton-zurich-16-bis-18-jahrhundert,09.06.2017,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1.538,1.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,2,16,0%,0%,0.769,dimension2==ehedaten-kanton-zurich-16-bis-18-jahrhundert,2021-01-31
archivinformationssystem-des-staatsarchivs-des-kantons-zurich,14.11.2019,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,5,5,0.641,2.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,2,48,0%,0%,0.639,dimension2==archivinformationssystem-des-staatsarchivs-des-kantons-zurich,2021-01-31
zurcher-regierungsratsbeschlusse-des-19-jahrhunderts,01.06.2017,staatsarchiv-kanton-zuerich,https://opendata.swiss/organization/staatsarchiv-kanton-zuerich,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,2,3,3,1.528,1.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,4,0%,50%,0.767,dimension2==zurcher-regierungsratsbeschlusse-des-19-jahrhunderts,2021-01-31
rinderviehbestand-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.448,0.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,2,7,0%,50%,0.448,dimension2==rinderviehbestand-anz,2021-01-31
personalsteuerpflichtige-anz,01.07.2019,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1.548,1.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,8,0%,50%,1.548,dimension2==personalsteuerpflichtige-anz,2021-01-31
bevolkerung-anteil-20-39-jahrige,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,1,0.727,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,4,0%,50%,0.727,dimension2==bevolkerung-anteil-20-39-jahrige,2021-01-31
arbeitslose-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0.519,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,0%,0%,0.26,dimension2==arbeitslose-anz,2021-01-31
zinsbelastungsanteil,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.711,1.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,5,0%,0%,0.856,dimension2==zinsbelastungsanteil,2021-01-31
vom-covid-19-lockdown-besonders-betroffene-haushalte,06.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2.481,2.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,4,0%,0%,1.241,dimension2==vom-covid-19-lockdown-besonders-betroffene-haushalte,2021-01-31
steuerertrag-grundsteuern-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.53,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,2,24,0%,0%,0.765,dimension2==steuerertrag-grundsteuern-mio-fr,2021-01-31
nrw-wahleranteil-glp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0.623,0.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,2,0%,50%,0.623,dimension2==nrw-wahleranteil-glp,2021-01-31
anteil-waldflache,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.377,1.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0%,0%,0.689,dimension2==anteil-waldflache,2021-01-31
anteil-waldflache,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.377,1.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0%,0%,0.689,dimension2==anteil-waldflache,2021-01-31
weg-zur-nachsten-haltestelle-m,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.684,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,2,5,0%,50%,0.684,dimension2==weg-zur-nachsten-haltestelle-m,2021-01-31
erwerb-des-schweizer-burgerrechts-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0.519,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,14,0%,0%,0.659,dimension2==erwerb-des-schweizer-burgerrechts-pro-1000-einw,2021-01-31
erwerb-des-schweizer-burgerrechts-pro-1000-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0.519,0.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,2,14,0%,0%,0.659,dimension2==erwerb-des-schweizer-burgerrechts-pro-1000-einw,2021-01-31
steuerpflichtige-juristische-personen-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.818,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,2,63,0%,0%,0.818,dimension2==steuerpflichtige-juristische-personen-anz,2021-01-31
bevolkerung-durchschnittsalter-jahre,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1.602,1.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,10,0%,0%,0.801,dimension2==bevolkerung-durchschnittsalter-jahre,2021-01-31
schul-primarschule-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0.804,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0%,0%,0.804,dimension2==schul-primarschule-anz,2021-01-31
steuerb-einkommen-naturl-pers-durchschn-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.611,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,0%,50%,0.611,dimension2==steuerb-einkommen-naturl-pers-durchschn-fr,2021-01-31
steuerb-einkommen-naturl-pers-durchschn-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.611,0.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,3,0%,50%,0.611,dimension2==steuerb-einkommen-naturl-pers-durchschn-fr,2021-01-31
verkaufe-von-unbebautem-land-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,0.531,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,0%,0%,0.266,dimension2==verkaufe-von-unbebautem-land-anz,2021-01-31
anteil-1-personenhaushalte,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2.792,2.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2,9,0%,0%,1.396,dimension2==anteil-1-personenhaushalte,2021-01-31
neuzulassungen-hybridantrieb,25.05.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0.971,0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,6,0%,0%,0.486,dimension2==neuzulassungen-hybridantrieb,2021-01-31
neuerstellte-mfh-wohnungen-whg,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1.463,1.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,2,8,0%,0%,0.732,dimension2==neuerstellte-mfh-wohnungen-whg,2021-01-31
bevolkerung-reformiert-pers,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,1,0.633,0.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,0%,50%,0.633,dimension2==bevolkerung-reformiert-pers,2021-01-31
gemeindebeitrag-an-zvv-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0.088,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,4,0%,50%,0.088,dimension2==gemeindebeitrag-an-zvv-fr-einw,2021-01-31
nettoaufwand-allgemeine-verwaltung-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0.739,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,2,19,0%,0%,0.779,dimension2==nettoaufwand-allgemeine-verwaltung-fr-einw,2021-01-31
wahlarchiv-regierungsratswahlen,07.07.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,1.524,2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,2,49,0%,0%,0.901,dimension2==wahlarchiv-regierungsratswahlen,2021-01-31
jugendquotient,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,1.24,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,2,5,50%,50%,0.62,dimension2==jugendquotient,2021-01-31
zl-bezugerquote-der-personen-ab-65-jahren,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,2,0.022,0.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,2,34,0%,0%,0.339,dimension2==zl-bezugerquote-der-personen-ab-65-jahren,2021-01-31
krw-wahleranteil-svp,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,3,1.854,3.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,3,0%,0%,1.287,dimension2==krw-wahleranteil-svp,2021-01-31
bevolkerung-nach-gemeinde-heimat-geschlecht-und-alter,03.02.2020,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,0.748,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,2,15,0%,0%,0.374,dimension2==bevolkerung-nach-gemeinde-heimat-geschlecht-und-alter,2021-01-31
steuerertrag-von-naturlichen-personen-mio-fr,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,1.523,2.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,2,4,0%,50%,0.836,dimension2==steuerertrag-von-naturlichen-personen-mio-fr,2021-01-31
eigenkapital-fr-einw,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1.193,1.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,3,0%,50%,1.193,dimension2==eigenkapital-fr-einw,2021-01-31
total-arbeitsstatten-anz,20.01.2016,statistisches-amt-kanton-zuerich,https://opendata.swiss/organization/statistisches-amt-kanton-zuerich,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,1.796,1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,1,2,25,0%,50%,0.951,dimension2==total-arbeitsstatten-anz,2021-01-31
